BenchmarkNumber,Evaluation,Time,Iteration,FinalTime,FinalIteration
0,1.8937439448413566E8,599446.0,23142507,600008.0,23162235
1,1.5004016321201077E8,599320.0,25851398,600008.0,25881650
2,1.5632688551915908E8,599123.0,22097524,600013.0,22128738
3,1.6435034789608675E8,599281.0,26662189,600015.0,26694478
4,1.7162513562245494E8,591876.0,18581885,600002.0,18804705
5,1.470323198079135E8,598098.0,27035805,600004.0,27120919
6,1.438314143537071E8,597471.0,26549685,600003.0,26660183
7,1.648671846177751E8,599906.0,22399318,600015.0,22402650
8,1.6647919252350235E8,598703.0,25812822,600000.0,25868965
9,1.7322789382742554E8,599377.0,24704353,600002.0,24727250
10,1.5428752417340016E8,599619.0,24589705,600010.0,24605011
11,1.5091639999567062E8,599566.0,25695540,600003.0,25713558
12,1.7138688965701845E8,599918.0,26016252,600012.0,26020001
13,1.573762202299837E8,598587.0,26282594,600009.0,26342261
14,1.4057217837004113E8,598570.0,25520939,600007.0,25583474
15,1.6156745641384405E8,598104.0,25173731,600011.0,25248626
16,1.5704465976519072E8,599187.0,22157986,600000.0,22187237
17,1.462201129119244E8,596129.0,21931085,600005.0,22063387
18,1.429086144832835E8,599347.0,26676113,600004.0,26703679
19,1.6041192133749372E8,598151.0,26743711,600010.0,26822000
20,1.585229253944435E8,579849.0,21960553,600008.0,22635497
21,1.5446381565313265E8,594070.0,25863747,600008.0,26117754
22,1.3007964299988489E8,598576.0,24899849,600013.0,24958264
23,1.8182452045375487E8,596219.0,22322871,600000.0,22458001
24,1.7727126286411032E8,594970.0,20819444,600002.0,20986721
25,1.9063084739984906E8,599364.0,25379620,600004.0,25405516
26,1.504277115750646E8,599237.0,21554047,600003.0,21580479
27,1.565233871015114E8,598500.0,26239826,600000.0,26305291
28,1.4289680123922756E8,597453.0,25994319,600000.0,26096450
29,1.1533714195669515E8,599784.0,25372421,600003.0,25380802
30,1.761686772455845E8,598167.0,24840097,600010.0,24911524
31,1.2412942874607588E8,598144.0,27007678,600003.0,27089108
32,1.434046450114891E8,599918.0,24488626,600012.0,24492017
33,1.885243935740329E8,598993.0,23933105,600009.0,23972525
34,1.1070179130751526E8,595146.0,26271481,600008.0,26485910
38,1.5443402927927887E8,597567.0,24715591,600010.0,24808202
39,1.4467509732276714E8,599165.0,25325804,600011.0,25353485
40,2.118582271764361E8,599539.0,24320313,600008.0,24337762
41,1.3916621832981068E8,599477.0,25690032,600008.0,25713193
42,1.509914342599145E8,597388.0,25104905,600014.0,25211030
43,1.1072245653965732E8,599906.0,26320296,600000.0,26323776
44,1.3201251776616946E8,595439.0,25902705,600002.0,26097557
45,1.9235898493339515E8,599426.0,22394238,600004.0,22414858
46,1.248164105734435E8,597987.0,25636533,600002.0,25716393
47,1.778852745247565E8,597999.0,24934816,600000.0,25015425
48,1.0240743644926478E8,599859.0,27067839,600000.0,27073859
49,1.5055194384077713E8,599299.0,26067663,600002.0,26097371
50,9.287966937739855E7,598525.0,24468602,600002.0,24527809
51,1.337028816255705E8,599769.0,24288601,600003.0,24297220
52,1.5646336849193344E8,598106.0,26232125,600075.0,26314208
53,1.598699243536591E8,599384.0,26813452,600009.0,26839110
54,1.1628506712911451E8,598492.0,22681904,600008.0,22738041
55,1.3825955457486492E8,599756.0,22825692,600006.0,22834154
56,1.7613751091712815E8,593562.0,20818801,600000.0,21009183
57,1.542725753384813E8,598974.0,26489960,600005.0,26535992
58,1.7696052917150497E8,599597.0,26715760,600004.0,26733444
59,1.3544875733107167E8,599510.0,25788023,600010.0,25808941
60,1.1985979158654068E8,599805.0,22893469,600008.0,22900976
61,1.211816911985099E8,599461.0,25838493,600008.0,25861220
62,1.925343607385523E8,588153.0,22775152,600013.0,23264804
63,1.2614270125217214E8,599921.0,19560466,600015.0,19563116
64,1.4910458022018924E8,596361.0,21877308,600002.0,22003657
65,1.2724111770857938E8,599020.0,26181174,600004.0,26222882
66,1.2835254480949482E8,599205.0,26420634,600002.0,26455773
67,1.3030276945268224E8,598562.0,24315002,600000.0,24373343
68,1.3524635210791448E8,599968.0,24951586,600000.0,24952430
69,1.5377538009461838E8,599315.0,24108542,600003.0,24135339
70,1.7022421069983962E8,598744.0,24832654,600010.0,24885095
71,1.7210911530865398E8,599196.0,24484378,600009.0,24517159
72,1.873442469270735E8,599605.0,24087291,600011.0,24103748
73,1.6001818686826456E8,599884.0,24201827,600009.0,24206348
74,1.849603454533187E8,599960.0,21587194,600007.0,21588634
75,1.6182759269268498E8,598245.0,24298507,600010.0,24370145
76,1.4824198752652264E8,598312.0,24263226,600000.0,24328561
77,1.8455924866748706E8,599083.0,22313419,600005.0,22346625
78,1.5985496365279895E8,596221.0,19641967,600003.0,19763018
79,2.004505847362118E8,596917.0,22103264,600011.0,22198455
80,1.277426939349345E8,597789.0,24304133,600008.0,24391443
81,2.009483459600026E8,597929.0,23614377,600008.0,23695382
82,1.6851786278452533E8,587996.0,21553652,600013.0,21957724
83,1.5147862909713525E8,591046.0,25673789,600000.0,26027374
